configuration,method,job_index,setting_index,setting_id,tuning_value,status,elapsed_seconds,directed_tp,directed_fp,directed_fn,directed_tn,directed_tpr,directed_fpr,skeleton_tp,skeleton_fp,skeleton_fn,skeleton_tn,skeleton_tpr,skeleton_fpr,ambiguous_undirected_edges,directed_tp_ambiguous_in_returned_graph,directed_fp_ambiguous_in_returned_graph,physical_directed_tp,physical_skeleton_tp,physical_reversed,programmed_directed_tp,programmed_skeleton_tp,programmed_reversed,estimated_target_count,objective_value,objective_bound,mip_gap,solver_status,optimal
scm_4,ps_mip_complete,10,10,graph_10_target_fixed16,2.0,ok,2764.622828539461,23,6,0,61,1.0,0.08955223880597014,23,6,0,16,1.0,0.2727272727272727,4,0,4,21,21,0,2,2,0,3,-7.352453795267076,-7.352453795267078,0.0,optimal,True
scm_4,ps_mip_complete,11,11,graph_11_target_fixed16,2.8284271247461903,ok,2046.8801211407408,23,5,0,62,1.0,0.07462686567164178,23,5,0,17,1.0,0.22727272727272727,5,0,5,21,21,0,2,2,0,3,-7.346111651459688,-7.34611165145969,0.0,optimal,True
scm_4,ps_mip_complete,12,12,graph_12_target_fixed16,4.0,ok_nonoptimal,3612.6450276719406,23,5,0,62,1.0,0.07462686567164178,23,5,0,17,1.0,0.22727272727272727,5,0,5,21,21,0,2,2,0,3,-7.3374213405841004,-7.688956305939194,0.0479098785578408,time_limit,False
scm_4,ps_mip_complete,13,13,graph_13_target_fixed16,5.656854249492381,ok,2363.350289646536,23,5,0,62,1.0,0.07462686567164178,23,5,0,17,1.0,0.22727272727272727,5,0,5,21,21,0,2,2,0,3,-7.325131385082608,-7.325131385082608,0.0,optimal,True
scm_4,ps_mip_complete,14,14,graph_14_target_fixed16,8.0,ok,1421.775604011491,23,4,0,63,1.0,0.05970149253731343,23,4,0,18,1.0,0.18181818181818182,2,0,2,21,21,0,2,2,0,3,-7.307751777833542,-7.307751777833543,0.0,optimal,True
scm_4,ps_mip_complete,15,15,graph_15_target_fixed16,11.313708498984761,ok,850.3105680244043,23,4,0,63,1.0,0.05970149253731343,23,4,0,18,1.0,0.18181818181818182,2,0,2,21,21,0,2,2,0,3,-7.284049720794945,-7.284049720794946,0.0,optimal,True
scm_4,ps_mip_complete,16,16,graph_16_target_fixed16,16.0,ok,668.3851672518067,23,4,0,63,1.0,0.05970149253731343,23,4,0,18,1.0,0.18181818181818182,2,0,2,21,21,0,2,2,0,3,-7.250529950274823,-7.2505299502748235,0.0,optimal,True
scm_4,ps_mip_present,17,0,graph_00_target_fixed16,0.0625,ok_nonoptimal,3608.895205992274,23,13,0,54,1.0,0.19402985074626866,23,13,0,9,1.0,0.5909090909090909,0,0,0,21,21,0,2,2,0,3,-7.36887064698189,-7.846833515754957,0.06486243166296174,time_limit,False
scm_4,ps_mip_present,18,1,graph_01_target_fixed16,0.08838834764831845,ok_nonoptimal,3604.310026144609,23,13,0,54,1.0,0.19402985074626866,23,13,0,9,1.0,0.5909090909090909,0,0,0,21,21,0,2,2,0,3,-7.368623750554406,-7.539826832612201,0.023234064847579488,time_limit,False
scm_4,ps_mip_present,19,2,graph_02_target_fixed16,0.125,ok_nonoptimal,3607.7279502516612,23,13,0,54,1.0,0.19402985074626866,23,13,0,9,1.0,0.5909090909090909,0,0,0,21,21,0,2,2,0,3,-7.3682745862781545,-7.680668875306992,0.04239721055056846,time_limit,False
scm_4,ps_mip_present,20,3,graph_03_target_fixed16,0.1767766952966369,ok_nonoptimal,3609.4555021449924,23,13,0,54,1.0,0.19402985074626866,23,13,0,9,1.0,0.5909090909090909,0,0,0,21,21,0,2,2,0,3,-7.367780793423185,-7.838820933569542,0.06393243140008031,time_limit,False
scm_4,ps_mip_present,21,4,graph_04_target_fixed16,0.25,ok_nonoptimal,3619.049592585303,23,12,0,55,1.0,0.1791044776119403,23,12,0,10,1.0,0.5454545454545454,3,0,3,21,21,0,2,2,0,3,-7.367071240590427,-7.860055395783539,0.06691725097986194,time_limit,False
scm_4,ps_mip_present,22,5,graph_05_target_fixed16,0.3535533905932738,ok_nonoptimal,3608.5749646238983,23,12,0,55,1.0,0.1791044776119403,23,12,0,10,1.0,0.5454545454545454,3,0,3,21,21,0,2,2,0,3,-7.366111087816873,-7.598973516405528,0.031612668586249844,time_limit,False
scm_4,ps_mip_present,23,6,graph_06_target_fixed16,0.5,ok_nonoptimal,3611.6091319285333,23,10,0,57,1.0,0.14925373134328357,23,10,0,12,1.0,0.45454545454545453,0,0,0,21,21,0,2,2,0,3,-7.364828761684713,-7.679451120216421,0.04271957552747473,time_limit,False
scm_4,ps_mip_present,24,7,graph_07_target_fixed16,0.7071067811865476,ok_nonoptimal,3609.7497991798446,23,10,0,57,1.0,0.14925373134328357,23,10,0,12,1.0,0.45454545454545453,0,0,0,21,21,0,2,2,0,3,-7.363018187883154,-7.6280642104651095,0.03599692623578263,time_limit,False
scm_4,ps_mip_present,25,8,graph_08_target_fixed16,1.0,ok_nonoptimal,3612.164266128093,23,9,0,58,1.0,0.13432835820895522,23,9,0,13,1.0,0.4090909090909091,0,0,0,21,21,0,2,2,0,3,-7.360469709203581,-7.7903753449661695,0.05840736430516536,time_limit,False
scm_4,ps_mip_present,26,9,graph_09_target_fixed16,1.4142135623730951,ok_nonoptimal,3612.285586600192,23,8,0,59,1.0,0.11940298507462686,23,8,0,14,1.0,0.36363636363636365,2,0,2,21,21,0,2,2,0,3,-7.357043395360684,-7.712235902559985,0.04827924590240743,time_limit,False
scm_4,ps_mip_present,27,10,graph_10_target_fixed16,2.0,ok_nonoptimal,3613.5279566282406,23,6,0,61,1.0,0.08955223880597014,23,6,0,16,1.0,0.2727272727272727,4,0,4,21,21,0,2,2,0,3,-7.352453795267076,-7.699670356878165,0.04722458260595926,time_limit,False
scm_4,ps_mip_present,28,11,graph_11_target_fixed16,2.8284271247461903,ok_nonoptimal,3613.2221938418224,23,5,0,62,1.0,0.07462686567164178,23,5,0,17,1.0,0.22727272727272727,5,0,5,21,21,0,2,2,0,3,-7.346111651459689,-7.670217655096156,0.04411939526838883,time_limit,False
scm_4,ps_mip_present,29,12,graph_12_target_fixed16,4.0,ok_nonoptimal,3610.8621958205476,23,5,0,62,1.0,0.07462686567164178,23,5,0,17,1.0,0.22727272727272727,5,0,5,21,21,0,2,2,0,3,-7.3374213405841004,-7.521104538371822,0.025033753584757252,time_limit,False
scm_4,ps_mip_present,30,13,graph_13_target_fixed16,5.656854249492381,ok_nonoptimal,3614.465219276957,23,5,0,62,1.0,0.07462686567164178,23,5,0,17,1.0,0.22727272727272727,5,0,5,21,21,0,2,2,0,3,-7.325131735508107,-7.558913028031855,0.03191496084507369,time_limit,False
scm_4,ps_mip_present,31,14,graph_14_target_fixed16,8.0,ok_nonoptimal,3615.2612362597138,23,4,0,63,1.0,0.05970149253731343,23,4,0,18,1.0,0.18181818181818182,2,0,2,21,21,0,2,2,0,3,-7.307751777833541,-7.575852956524247,0.03668723115417405,time_limit,False
scm_4,ps_mip_present,32,15,graph_15_target_fixed16,11.313708498984761,ok_nonoptimal,3613.969737144187,23,4,0,63,1.0,0.05970149253731343,23,4,0,18,1.0,0.18181818181818182,2,0,2,21,21,0,2,2,0,3,-7.284049720794945,-7.515037113004335,0.03171139696506373,time_limit,False
scm_4,ps_mip_present,33,16,graph_16_target_fixed16,16.0,ok_nonoptimal,3612.14442629274,23,4,0,63,1.0,0.05970149253731343,23,4,0,18,1.0,0.18181818181818182,2,0,2,21,21,0,2,2,0,3,-7.250529950274823,-7.386007812398776,0.018685235845252703,time_limit,False
scm_4,ps_mip_unknown,34,0,graph_00_target_fixed16,0.0625,ok_nonoptimal,3613.885081343353,23,14,0,53,1.0,0.208955223880597,23,14,0,8,1.0,0.6363636363636364,3,0,3,21,21,0,2,2,0,2,-7.373097200079457,-8.388816278669536,0.13776016388053763,time_limit,False
scm_4,ps_mip_unknown,35,1,graph_01_target_fixed16,0.08838834764831845,ok_nonoptimal,3614.322334377095,23,13,0,54,1.0,0.19402985074626866,23,13,0,9,1.0,0.5909090909090909,0,0,0,21,21,0,2,2,0,2,-7.372858633170273,-8.49364836781098,0.15201562791375217,time_limit,False
scm_4,ps_mip_unknown,36,2,graph_02_target_fixed16,0.125,ok_nonoptimal,3614.40054817684,23,13,0,54,1.0,0.19402985074626866,23,13,0,9,1.0,0.5909090909090909,4,0,4,21,21,0,2,2,0,2,-7.372496849713827,-8.447868039499525,0.14586254992125766,time_limit,False
scm_4,ps_mip_unknown,37,3,graph_03_target_fixed16,0.1767766952966369,ok_nonoptimal,3614.2695893384516,23,13,0,54,1.0,0.19402985074626866,23,13,0,9,1.0,0.5909090909090909,0,0,0,21,21,0,2,2,0,2,-7.37201567603905,-8.511093975706455,0.15451381952017587,time_limit,False
scm_4,ps_mip_unknown,38,4,graph_04_target_fixed16,0.25,ok_nonoptimal,3616.5820332095027,23,13,0,54,1.0,0.19402985074626866,23,13,0,9,1.0,0.5909090909090909,0,0,0,21,21,0,2,2,0,2,-7.371317347486547,-8.469011227815855,0.14891420740467734,time_limit,False
scm_4,ps_mip_unknown,39,5,graph_05_target_fixed16,0.3535533905932738,ok_nonoptimal,3617.7053262339905,23,11,0,56,1.0,0.16417910447761194,23,11,0,11,1.0,0.5,0,0,0,21,21,0,2,2,0,2,-7.370366054493071,-8.526959809416887,0.15692487270950964,time_limit,False
scm_4,ps_mip_unknown,40,6,graph_06_target_fixed16,0.5,ok_nonoptimal,3619.2755958624184,23,10,0,57,1.0,0.14925373134328357,23,10,0,12,1.0,0.45454545454545453,0,0,0,21,21,0,2,2,0,2,-7.369063644300578,-8.480860428080762,0.1508735488585549,time_limit,False
scm_4,ps_mip_unknown,41,7,graph_07_target_fixed16,0.7071067811865476,ok_nonoptimal,3614.4720835909247,23,10,0,57,1.0,0.14925373134328357,23,10,0,12,1.0,0.45454545454545453,0,0,0,21,21,0,2,2,0,2,-7.367253070499017,-8.588238950230785,0.16573149694300718,time_limit,False
scm_4,ps_mip_unknown,42,8,graph_08_target_fixed16,1.0,ok_nonoptimal,3616.2065755026415,23,9,0,58,1.0,0.13432835820895522,23,9,0,13,1.0,0.4090909090909091,0,0,0,21,21,0,2,2,0,2,-7.3647045918194465,-8.353836575518958,0.13430708202447358,time_limit,False
scm_4,ps_mip_unknown,43,9,graph_09_target_fixed16,1.4142135623730951,ok_nonoptimal,3615.076549229212,23,8,0,59,1.0,0.11940298507462686,23,8,0,14,1.0,0.36363636363636365,2,0,2,21,21,0,2,2,0,2,-7.361278277976549,-8.339715276213704,0.1329167246895747,time_limit,False
scm_4,ps_mip_unknown,44,10,graph_10_target_fixed16,2.0,ok_nonoptimal,3619.6190978558734,23,6,0,61,1.0,0.08955223880597014,23,6,0,16,1.0,0.2727272727272727,4,0,4,21,21,0,2,2,0,2,-7.35668867788294,-8.367928997988324,0.1374586263444265,time_limit,False
scm_4,ps_mip_unknown,45,11,graph_11_target_fixed16,2.8284271247461903,ok_nonoptimal,3620.603233006783,23,5,0,62,1.0,0.07462686567164178,23,5,0,17,1.0,0.22727272727272727,5,0,5,21,21,0,2,2,0,2,-7.350348001335716,-8.417139700245249,0.14513485602527584,time_limit,False
scm_4,ps_mip_unknown,46,12,graph_12_target_fixed16,4.0,ok_nonoptimal,3618.4735460923985,23,5,0,62,1.0,0.07462686567164178,23,5,0,17,1.0,0.22727272727272727,5,0,5,21,21,0,2,2,0,2,-7.341656223199966,-8.34591865917309,0.13678962967506028,time_limit,False
scm_4,ps_mip_unknown,47,13,graph_13_target_fixed16,5.656854249492381,ok_nonoptimal,3624.5556449275464,23,5,0,62,1.0,0.07462686567164178,23,5,0,17,1.0,0.22727272727272727,5,0,5,21,21,0,2,2,0,2,-7.3293662676984725,-8.330008891992756,0.136525122056494,time_limit,False
scm_4,ps_mip_unknown,48,14,graph_14_target_fixed16,8.0,ok_nonoptimal,3622.7576677538455,23,4,0,63,1.0,0.05970149253731343,23,4,0,18,1.0,0.18181818181818182,2,0,2,21,21,0,2,2,0,2,-7.311986660449406,-8.304177286013994,0.13569371384816037,time_limit,False
scm_4,ps_mip_unknown,49,15,graph_15_target_fixed16,11.313708498984761,ok_nonoptimal,3627.605465016328,23,4,0,63,1.0,0.05970149253731343,23,4,0,18,1.0,0.18181818181818182,2,0,2,21,21,0,2,2,0,2,-7.28828460341081,-8.126350676599412,0.11498811020584991,time_limit,False
scm_4,ps_mip_unknown,50,16,graph_16_target_fixed16,16.0,ok_nonoptimal,3656.5671982010826,23,4,0,63,1.0,0.05970149253731343,23,4,0,18,1.0,0.18181818181818182,2,0,2,21,21,0,2,2,0,2,-7.254764832890688,-8.039017697367441,0.10810176243359569,time_limit,False
scm_4,utigsp_present,51,0,alpha_00,0.001,ok,0.31517030112445354,18,7,5,60,0.782608695652174,0.1044776119402985,19,6,4,16,0.8260869565217391,0.2727272727272727,0,0,0,16,17,1,2,2,0,24,,,,,
scm_4,utigsp_present,52,1,alpha_01,0.01,ok,0.3710599076002836,16,11,7,56,0.6956521739130435,0.16417910447761194,19,8,4,14,0.8260869565217391,0.36363636363636365,1,1,0,16,18,2,0,1,1,25,,,,,
scm_4,utigsp_present,53,2,alpha_02,0.05,ok,0.38666390627622604,14,17,9,50,0.6086956521739131,0.2537313432835821,21,10,2,12,0.9130434782608695,0.45454545454545453,0,0,0,14,20,6,0,1,1,27,,,,,
scm_4,utigsp_present,54,3,alpha_03,0.1,ok,0.4453628584742546,21,11,2,56,0.9130434782608695,0.16417910447761194,21,11,2,11,0.9130434782608695,0.5,0,0,0,19,19,0,2,2,0,23,,,,,
scm_4,utigsp_present,55,4,alpha_04,0.2,ok,0.5715634971857071,22,12,1,55,0.9565217391304348,0.1791044776119403,22,12,1,10,0.9565217391304348,0.5454545454545454,1,0,1,20,20,0,2,2,0,24,,,,,
scm_4,utigsp_present,56,5,alpha_05,0.3,ok,0.8643798688426614,21,13,2,54,0.9130434782608695,0.19402985074626866,21,13,2,9,0.9130434782608695,0.5909090909090909,0,0,0,19,19,0,2,2,0,23,,,,,
scm_4,utigsp_present,57,6,alpha_06,0.4,ok,0.8292647078633308,15,22,8,45,0.6521739130434783,0.3283582089552239,22,15,1,7,0.9565217391304348,0.6818181818181818,3,3,0,15,21,6,0,1,1,29,,,,,
scm_4,utigsp_present,58,7,alpha_07,0.5,ok,1.1099576214328408,14,24,9,43,0.6086956521739131,0.3582089552238806,23,15,0,7,1.0,0.6818181818181818,0,0,0,13,21,8,1,2,1,26,,,,,
scm_4,gnies_present,59,0,native_bic_00,0.0625,ok,131.3228412931785,21,21,2,46,0.9130434782608695,0.31343283582089554,23,19,0,3,1.0,0.8636363636363636,0,0,0,21,21,0,0,2,2,10,163457.37228490005,,,,
scm_4,gnies_present,60,1,native_bic_01,0.125,ok,137.598225094378,21,20,2,47,0.9130434782608695,0.29850746268656714,23,18,0,4,1.0,0.8181818181818182,0,0,0,21,21,0,0,2,2,10,163430.91494115634,,,,
scm_4,gnies_present,61,2,native_bic_02,0.25,ok,128.92219242546707,21,18,2,49,0.9130434782608695,0.26865671641791045,23,16,0,6,1.0,0.7272727272727273,0,0,0,21,21,0,0,2,2,10,163377.92722226647,,,,
scm_4,gnies_present,62,3,native_bic_03,0.5,ok,109.81605549249798,21,17,2,50,0.9130434782608695,0.2537313432835821,23,15,0,7,1.0,0.6818181818181818,0,0,0,21,21,0,0,2,2,10,163274.29193614377,,,,
scm_4,gnies_present,63,4,native_bic_04,1.0,ok,101.84039467293769,21,14,2,53,0.9130434782608695,0.208955223880597,23,12,0,10,1.0,0.5454545454545454,0,0,0,21,21,0,0,2,2,10,163073.2174506854,,,,
scm_4,gnies_present,64,5,native_bic_05,2.0,ok,88.06827521976084,21,14,2,53,0.9130434782608695,0.208955223880597,23,12,0,10,1.0,0.5454545454545454,0,0,0,21,21,0,0,2,2,10,162675.8436481943,,,,
scm_4,gnies_present,65,6,native_bic_06,4.0,ok,75.03231785539538,21,11,2,56,0.9130434782608695,0.16417910447761194,23,9,0,13,1.0,0.4090909090909091,0,0,0,21,21,0,0,2,2,10,161898.50181193513,,,,
scm_4,gnies_present,66,7,native_bic_07,8.0,ok,70.35649946983904,20,8,3,59,0.8695652173913043,0.11940298507462686,22,6,1,16,0.9565217391304348,0.2727272727272727,0,0,0,20,20,0,0,2,2,10,160426.14880407203,,,,
scm_4,gnies_present,67,8,native_bic_08,16.0,ok,57.77673438657075,17,10,6,57,0.7391304347826086,0.14925373134328357,21,6,2,16,0.9130434782608695,0.2727272727272727,0,0,0,17,20,3,0,1,1,10,156417.55793161475,,,,
scm_4,gnies_present,68,9,native_bic_09,32.0,ok,54.61246748268604,16,10,7,57,0.6956521739130435,0.14925373134328357,20,6,3,16,0.8695652173913043,0.2727272727272727,0,0,0,16,19,3,0,1,1,8,150839.0805204591,,,,
scm_4,gnies_present,69,10,native_bic_10,64.0,ok,30.25024740025401,17,7,6,60,0.7391304347826086,0.1044776119402985,19,5,4,17,0.8260869565217391,0.22727272727272727,0,0,0,17,18,1,0,1,1,6,141108.21758156456,,,,
scm_4,gnies_present,70,11,native_bic_11,128.0,ok,22.708908470347524,13,7,10,60,0.5652173913043478,0.1044776119402985,15,5,8,17,0.6521739130434783,0.22727272727272727,0,0,0,13,14,1,0,1,1,6,124356.9004480194,,,,
scm_4,gnies_present,71,12,native_bic_12,256.0,ok,11.52060235850513,11,6,12,61,0.4782608695652174,0.08955223880597014,13,4,10,18,0.5652173913043478,0.18181818181818182,0,0,0,11,12,1,0,1,1,5,92351.84007319024,,,,
scm_4,gnies_present,72,13,native_bic_13,512.0,ok,3.3998541506007314,7,6,16,61,0.30434782608695654,0.08955223880597014,9,4,14,18,0.391304347826087,0.18181818181818182,0,0,0,7,8,1,0,1,1,3,47077.000114381546,,,,
scm_4,gnies_present,73,14,native_bic_14,1024.0,ok,4.423047629185021,7,6,16,61,0.30434782608695654,0.08955223880597014,9,4,14,18,0.391304347826087,0.18181818181818182,0,0,0,7,8,1,0,1,1,3,-39730.63161914146,,,,
scm_4,gies_complete,74,0,native_bic_00,0.0625,ok,1.2272739363834262,23,14,0,53,1.0,0.208955223880597,23,14,0,8,1.0,0.6363636363636364,4,0,4,21,21,0,2,2,0,3,136955.8795695672,,,,
scm_4,gies_complete,75,1,native_bic_01,0.125,ok,1.2071198113262653,23,13,0,54,1.0,0.19402985074626866,23,13,0,9,1.0,0.5909090909090909,4,0,4,21,21,0,2,2,0,3,136940.61588306044,,,,
scm_4,gies_complete,76,2,native_bic_02,0.25,ok,1.3928714040666819,23,12,0,55,1.0,0.1791044776119403,23,12,0,10,1.0,0.5454545454545454,3,0,3,21,21,0,2,2,0,3,136910.17845620165,,,,
scm_4,gies_complete,77,3,native_bic_03,0.5,ok,1.2602588029112667,23,11,0,56,1.0,0.16417910447761194,23,11,0,11,1.0,0.5,0,0,0,21,21,0,2,2,0,3,136846.9692976659,,,,
scm_4,gies_complete,78,4,native_bic_04,1.0,ok,1.0600218619219959,23,8,0,59,1.0,0.11940298507462686,23,8,0,14,1.0,0.36363636363636365,0,0,0,21,21,0,2,2,0,3,136735.66752722865,,,,
scm_4,gies_complete,79,5,native_bic_05,2.0,ok,0.9941101903095841,23,6,0,61,1.0,0.08955223880597014,23,6,0,16,1.0,0.2727272727272727,4,0,4,21,21,0,2,2,0,3,136525.10899581993,,,,
scm_4,gies_complete,80,6,native_bic_06,4.0,ok,1.001701494678855,23,5,0,62,1.0,0.07462686567164178,23,5,0,17,1.0,0.22727272727272727,5,0,5,21,21,0,2,2,0,3,136118.4935548295,,,,
scm_4,gies_complete,81,7,native_bic_07,8.0,ok,1.0005978308618069,23,4,0,63,1.0,0.05970149253731343,23,4,0,18,1.0,0.18181818181818182,2,0,2,21,21,0,2,2,0,3,135313.16960515638,,,,
scm_4,gies_complete,82,8,native_bic_08,16.0,ok,1.0207377672195435,23,4,0,63,1.0,0.05970149253731343,23,4,0,18,1.0,0.18181818181818182,2,0,2,21,21,0,2,2,0,3,133744.86766465817,,,,
scm_4,gies_complete,83,9,native_bic_09,32.0,ok,0.9434522623196244,22,4,1,63,0.9565217391304348,0.05970149253731343,22,4,1,18,0.9565217391304348,0.18181818181818182,2,0,2,20,20,0,2,2,0,3,130666.02493050534,,,,
scm_4,gies_complete,84,10,native_bic_10,64.0,ok,0.7275341004133224,17,4,6,63,0.7391304347826086,0.05970149253731343,17,4,6,18,0.7391304347826086,0.18181818181818182,0,0,0,15,15,0,2,2,0,3,125210.4665986975,,,,
scm_4,gies_complete,85,11,native_bic_11,128.0,ok,0.6225887984037399,11,5,12,62,0.4782608695652174,0.07462686567164178,12,4,11,18,0.5217391304347826,0.18181818181818182,0,0,0,10,11,1,1,1,0,3,112160.24740484741,,,,
scm_4,gies_complete,86,12,native_bic_12,256.0,ok,0.5995019022375345,10,5,13,62,0.43478260869565216,0.07462686567164178,11,4,12,18,0.4782608695652174,0.18181818181818182,0,0,0,9,10,1,1,1,0,3,93912.2977716486,,,,
scm_4,gies_complete,87,13,native_bic_13,512.0,ok,0.5331690683960915,8,5,15,62,0.34782608695652173,0.07462686567164178,9,4,14,18,0.391304347826087,0.18181818181818182,0,0,0,7,8,1,1,1,0,3,56147.516393579965,,,,
scm_4,gies_complete,88,14,native_bic_14,1024.0,ok,0.492528447881341,8,5,15,62,0.34782608695652173,0.07462686567164178,9,4,14,18,0.391304347826087,0.18181818181818182,0,0,0,7,8,1,1,1,0,3,-6245.468914889711,,,,
scm_4,igsp_complete,89,0,alpha_00,0.001,ok,0.2901821928098798,18,7,5,60,0.782608695652174,0.1044776119402985,19,6,4,16,0.8260869565217391,0.2727272727272727,0,0,0,16,17,1,2,2,0,3,,,,,
scm_4,igsp_complete,90,1,alpha_01,0.01,ok,0.14016708731651306,20,8,3,59,0.8695652173913043,0.11940298507462686,20,8,3,14,0.8695652173913043,0.36363636363636365,0,0,0,18,18,0,2,2,0,3,,,,,
scm_4,igsp_complete,91,2,alpha_02,0.05,ok,0.15403160266578197,14,18,9,49,0.6086956521739131,0.26865671641791045,22,10,1,12,0.9565217391304348,0.45454545454545453,2,0,2,14,21,7,0,1,1,3,,,,,
scm_4,igsp_complete,92,3,alpha_03,0.1,ok,0.15349868591874838,21,11,2,56,0.9130434782608695,0.16417910447761194,21,11,2,11,0.9130434782608695,0.5,0,0,0,19,19,0,2,2,0,3,,,,,
scm_4,igsp_complete,93,4,alpha_04,0.2,ok,0.18052704352885485,18,18,5,49,0.782608695652174,0.26865671641791045,21,15,2,7,0.9130434782608695,0.6818181818181818,0,0,0,17,19,2,1,2,1,3,,,,,
scm_4,igsp_complete,94,5,alpha_05,0.3,ok,0.1906327409669757,19,17,4,50,0.8260869565217391,0.2537313432835821,22,14,1,8,0.9565217391304348,0.6363636363636364,0,0,0,18,20,2,1,2,1,3,,,,,
scm_4,igsp_complete,95,6,alpha_06,0.4,ok,0.20574572775512934,16,21,7,46,0.6956521739130435,0.31343283582089554,22,15,1,7,0.9565217391304348,0.6818181818181818,0,0,0,15,20,5,1,2,1,3,,,,,
scm_4,igsp_complete,96,7,alpha_07,0.5,ok,0.2782307807356119,14,23,9,44,0.6086956521739131,0.34328358208955223,22,15,1,7,0.9565217391304348,0.6818181818181818,0,0,0,13,20,7,1,2,1,3,,,,,
