p,e,method,target_setting,method_label,replicates,replicates_planned,complete_replicates,d_cpdag_mean,d_cpdag_std,fdp_mean,fdp_std,tdp_mean,tdp_std,fit_seconds_mean,fit_seconds_std,mip_gap_mean,optimal_rate,selected_setting_counts,grid_fit_seconds_mean,grid_fit_seconds_std,selection_rule,tuning_interpretation
10,2,igsp_oracle,known_oracle,IGSP (oracle),10,10,True,7.4,4.247875285886397,0.21006522415729573,0.11254170265266387,0.8443513985304266,0.10032890639587279,0.21715476047247648,0.08876328783407203,,,"{""alpha_0p0001"": 4, ""alpha_0p001"": 1, ""alpha_0p01"": 4, ""alpha_0p05"": 1}",1.1409937879070637,0.39231256854448526,trialwise_min_true_d_cpdag,posthoc_oracle_potential
10,2,gies_oracle,known_oracle,GIES (oracle),10,10,True,3.3,4.691600058733812,0.09608974358974359,0.1270267965228026,0.9506031746031747,0.0856046329774318,0.5247933231294155,0.12507984233117952,,,"{""bic_x0p25"": 1, ""bic_x0p5"": 1, ""bic_x1"": 5, ""bic_x2"": 3}",2.581240726355463,0.4946438804795259,trialwise_min_true_d_cpdag,posthoc_oracle_potential
20,1,ps_mip_unknown,unknown,PS-MIP,10,10,True,2.7,3.917198545446024,0.07380953257269046,0.09142738844413632,0.9300331247699669,0.09089500843840757,44.557135459501296,60.817507591876705,7.228083728799308e-06,1.0,"{""bic_x1"": 5, ""bic_x2"": 5}",208.9979921411723,325.8976417996581,trialwise_min_true_d_cpdag,posthoc_oracle_potential
20,1,utigsp_unknown,unknown,UT-IGSP,10,10,True,4.5,4.32691832858239,0.13173308998866806,0.10651346981191874,0.9238195241291216,0.08517422158179279,0.25449395505711436,0.06891121585013997,,,"{""alpha_0p0001"": 2, ""alpha_0p001"": 3, ""alpha_0p01"": 2, ""alpha_1em05"": 3}",1.4039069922640919,0.26051461805355997,trialwise_min_true_d_cpdag,posthoc_oracle_potential
20,1,gnies_unknown,unknown,GnIES,8,10,False,13.375,8.551315688243534,0.4044115657626687,0.1464438196595512,0.7034445101395566,0.16198261346451107,378.347568199737,168.00790814898787,,,"{""bic_x2"": 4, ""bic_x4"": 4}",5240.237399776699,1749.1243049558298,trialwise_min_true_d_cpdag,posthoc_oracle_potential
20,1,ps_mip_oracle,known_oracle,PS-MIP (oracle),10,10,True,0.7,1.2516655570345725,0.011692307692307691,0.02614077099007013,0.9723776223776224,0.05166339458877058,5.387629576120526,7.134630326864259,0.0,1.0,"{""g1"": 3, ""g2"": 7}",31.249170528445394,45.20521516618271,trialwise_min_true_d_cpdag,posthoc_oracle_potential
20,1,igsp_oracle,known_oracle,IGSP (oracle),10,10,True,5.4,3.8930136855083823,0.14065171659769715,0.09702684682905609,0.869286105478056,0.08470604482532314,0.38878870587795966,0.29802087391780624,,,"{""alpha_0p0001"": 2, ""alpha_0p001"": 1, ""alpha_0p01"": 3, ""alpha_1em05"": 4}",2.773604201339185,2.1768240286652656,trialwise_min_true_d_cpdag,posthoc_oracle_potential
20,1,gies_oracle,known_oracle,GIES (oracle),10,10,True,0.3,0.9486832980505138,0.00769230769230769,0.024325212770525986,0.9846153846153847,0.04865042554105199,2.9573748969472944,0.7895707925300536,,,"{""bic_x1"": 2, ""bic_x2"": 8}",21.35572853880003,3.895350912782198,trialwise_min_true_d_cpdag,posthoc_oracle_potential
20,2,ps_mip_unknown,unknown,PS-MIP,10,10,True,8.0,5.517648452415616,0.11193385832704275,0.06802750914951858,0.9250547454377959,0.04561677886604523,2724.7763709274122,1336.4411431036847,0.011073228610654882,0.5,"{""bic_x1"": 4, ""bic_x2"": 6}",8733.73084439626,3865.7089201490858,trialwise_min_true_d_cpdag,posthoc_oracle_potential
20,2,utigsp_unknown,unknown,UT-IGSP,10,10,True,21.6,14.315492772983168,0.2922723527893564,0.14383363918835002,0.86288851916495,0.10829408212155592,0.45032448414713144,0.054883088648624484,,,"{""alpha_0p0001"": 1, ""alpha_0p001"": 5, ""alpha_0p01"": 3, ""alpha_1em05"": 1}",2.387447100877762,0.43893380674191235,trialwise_min_true_d_cpdag,posthoc_oracle_potential
20,2,ps_mip_oracle,known_oracle,PS-MIP (oracle),10,10,True,6.7,4.9899899799498595,0.09346751023901213,0.06169829618556277,0.9370799413654307,0.038465415296100196,994.771006035339,1033.180055779882,0.002248853897496478,0.9,"{""g0p5"": 1, ""g1"": 3, ""g2"": 6}",4070.239626491163,3869.8169860446715,trialwise_min_true_d_cpdag,posthoc_oracle_potential
20,2,igsp_oracle,known_oracle,IGSP (oracle),10,10,True,21.6,15.269432063949058,0.2788287333147602,0.14567116911839703,0.8435388090854703,0.08994272569849142,2.9486023423261942,2.2790777576980803,,,"{""alpha_0p0001"": 1, ""alpha_0p001"": 4, ""alpha_0p01"": 4, ""alpha_1em05"": 1}",15.206932379491628,9.148509495437487,trialwise_min_true_d_cpdag,posthoc_oracle_potential
20,2,gies_oracle,known_oracle,GIES (oracle),10,10,True,4.4,8.669230390037836,0.05320560058953574,0.09875154432103057,0.966931533466278,0.06338425620815859,7.013157198764384,1.3222727454112486,,,"{""bic_x1"": 4, ""bic_x2"": 5, ""bic_x4"": 1}",42.512010492943226,8.349315605702639,trialwise_min_true_d_cpdag,posthoc_oracle_potential
30,1,ps_mip_unknown,unknown,PS-MIP,10,10,True,2.4,2.6749870196985173,0.03311778762279317,0.044933353144478765,0.9631403763851581,0.03817255770050549,586.4852131010964,1238.0750952956275,0.002713662315874323,0.9,"{""bic_x1"": 3, ""bic_x2"": 7}",2193.777796206996,4069.3686467879597,trialwise_min_true_d_cpdag,posthoc_oracle_potential
30,1,utigsp_unknown,unknown,UT-IGSP,10,10,True,5.0,2.1081851067789197,0.08683967594848963,0.05410312229112295,0.9325606524674116,0.034950471256776715,0.6898883028887213,0.2999849299828166,,,"{""alpha_0p0001"": 4, ""alpha_0p001"": 4, ""alpha_0p01"": 1, ""alpha_1em05"": 1}",3.062336503341794,0.9201070980090129,trialwise_min_true_d_cpdag,posthoc_oracle_potential
30,1,ps_mip_oracle,known_oracle,PS-MIP (oracle),10,10,True,0.9,1.911950719959998,0.01393581081081081,0.03451546724001232,0.9882251082251082,0.024837068939457606,142.9293644297868,329.77058112564043,1.7895102330248988e-05,1.0,"{""g1"": 2, ""g2"": 8}",441.56822521053255,1012.8408798523265,trialwise_min_true_d_cpdag,posthoc_oracle_potential
30,1,igsp_oracle,known_oracle,IGSP (oracle),10,10,True,8.8,3.794733192202055,0.132177045320489,0.06264499021896129,0.8586536649243579,0.06468578384514245,2.628396624792367,3.1258203802465787,,,"{""alpha_0p0001"": 3, ""alpha_0p001"": 2, ""alpha_0p01"": 1, ""alpha_1em05"": 4}",14.065500136092306,11.115721855654293,trialwise_min_true_d_cpdag,posthoc_oracle_potential
30,1,gies_oracle,known_oracle,GIES (oracle),10,10,True,0.0,0.0,0.0,0.0,1.0,0.0,15.282872261479497,2.387872759863075,,,"{""bic_x2"": 9, ""bic_x4"": 1}",132.76798189533875,15.760765813926797,trialwise_min_true_d_cpdag,posthoc_oracle_potential
30,2,ps_mip_unknown,unknown,PS-MIP,8,10,False,10.375,7.4053552051394345,0.08151789995294746,0.06263970234736779,0.9242342777675574,0.0420216984265195,6056.80209535663,2746.878900705799,0.04952795196947204,0.0,"{""bic_x1"": 1, ""bic_x2"": 7}",18302.459742400795,8212.854071877613,trialwise_min_true_d_cpdag,posthoc_oracle_potential
30,2,utigsp_unknown,unknown,UT-IGSP,10,10,True,42.9,22.912636009173823,0.3533036019855437,0.13534734793984263,0.7763578215728806,0.10982837616304882,0.6315106564201415,0.09425461242536771,,,"{""alpha_0p0001"": 3, ""alpha_0p001"": 4, ""alpha_1em05"": 3}",3.392780779954046,0.44489001564664127,trialwise_min_true_d_cpdag,posthoc_oracle_potential
30,2,ps_mip_oracle,known_oracle,PS-MIP (oracle),7,10,False,7.142857142857143,6.283008075451637,0.05796085385967736,0.055718270289858124,0.9504494907012057,0.03790203176012989,3764.267428501775,78.87978379011892,0.0354613958008649,0.0,"{""g1"": 1, ""g2"": 6}",11297.408321956571,237.94850425274575,trialwise_min_true_d_cpdag,posthoc_oracle_potential
30,2,igsp_oracle,known_oracle,IGSP (oracle),10,10,True,43.7,20.374548393086464,0.3614018347871243,0.1186348887739149,0.776354146733585,0.07789481032692333,20.536334496643395,19.31130136087071,,,"{""alpha_0p0001"": 3, ""alpha_0p001"": 5, ""alpha_0p01"": 1, ""alpha_1em05"": 1}",310.42271363670005,391.29286986112976,trialwise_min_true_d_cpdag,posthoc_oracle_potential
30,2,gies_oracle,known_oracle,GIES (oracle),10,10,True,2.8,7.554248252914824,0.02222222222222222,0.07027283689263064,0.9861319340329835,0.030392964428961944,34.49173990767449,10.21192891259391,,,"{""bic_x1"": 1, ""bic_x2"": 8, ""bic_x4"": 1}",286.49991225181145,122.62668916224258,trialwise_min_true_d_cpdag,posthoc_oracle_potential
