method,graph,trial,penalty,fdp,tdp,d_cpdag,union_target_error,fit_seconds,metric_seconds,mip_gap,status,error
mip_profiled,2,7,0.04,0.17647058823529413,0.8235294117647058,6,1,1.1737124337814748,0.0009812889620661736,0.0,ok,
mip_profiled,2,7,0.08,0.125,0.8235294117647058,5,1,1.1249897303059697,0.000936899334192276,0.0,ok,
mip_profiled,2,7,0.1,0.125,0.8235294117647058,5,1,1.1243848539888859,0.0009511071257293224,0.0,ok,
mip_profiled,2,7,0.16,0.13333333333333333,0.7647058823529411,6,2,1.1167781413532794,0.0009607309475541115,0.0,ok,
mip_profiled,2,7,0.32,0.14285714285714285,0.3529411764705882,12,9,1.1019232883118093,0.0008959462866187096,0.0,ok,
mip_profiled,2,7,0.64,0.3333333333333333,0.11764705882352944,16,11,1.103285113349557,0.0008148220367729664,0.0,ok,
gnies,2,7,3,0.6538461538461539,0.5294117647058824,25,14,23.69444289524108,0.0009869318455457687,,ok,
gnies,2,7,5,0.5714285714285714,0.5294117647058824,21,15,17.13531689811498,0.0011689080856740475,,ok,
gnies,2,7,7,0.35294117647058826,1.0,7,19,7.396218035835773,0.001997609157115221,,ok,
gnies,2,7,10,0.35294117647058826,1.0,7,19,7.16367412218824,0.002019951120018959,,ok,
gnies,2,7,15,0.35294117647058826,1.0,7,19,7.096354642417282,0.0019597792997956276,,ok,
gnies,2,7,20,0.35294117647058826,1.0,7,19,6.449538591783494,0.002172411885112524,,ok,
gnies,2,7,30,0.375,0.9411764705882353,8,19,6.113356181886047,0.002028796821832657,,ok,
gnies,2,7,50,0.42857142857142855,0.8235294117647058,10,19,5.36352573800832,0.0018996377475559711,,ok,
gnies,2,7,75,0.6,0.5882352941176471,15,19,3.902285937219858,0.002648009918630123,,ok,
gnies,2,7,100,0.7142857142857143,0.4117647058823529,15,19,2.9732268881052732,0.0013105059042572975,,ok,
gnies,2,7,200,0.6666666666666666,0.17647058823529416,17,19,1.906849396880716,0.0008717421442270279,,ok,
mip_profiled,3,7,0.001,0.5294117647058824,0.8857142857142857,40,6,3711.555888046976,0.003261513076722622,0.005555031643022316,ok_with_gap,
mip_profiled,3,7,0.0025,0.46774193548387094,0.9142857142857143,32,5,3711.651432353072,0.00321715185418725,0.004899925363469661,ok_with_gap,
mip_profiled,3,7,0.005,0.375,0.9714285714285714,22,5,3712.2399350726046,0.0031704511493444443,0.006465553129730547,ok_with_gap,
mip_profiled,3,7,0.01,0.07894736842105263,0.9714285714285714,4,4,3710.5724538462237,0.00302462512627244,0.0010860694406245612,ok_with_gap,
mip_profiled,3,7,0.02,0.0,0.9714285714285714,1,3,681.6135386610404,0.002956366166472435,1.8957626464276874e-09,ok,
mip_profiled,3,7,0.04,0.02857142857142857,0.9714285714285714,2,3,307.137032053899,0.002984364051371813,6.525570982653494e-09,ok,
mip_profiled,3,7,0.08,0.058823529411764705,0.9428571428571428,4,6,130.06906665628776,0.00334056094288826,3.827489874502244e-05,ok,
mip_profiled,3,7,0.1,0.058823529411764705,0.9428571428571428,4,6,128.38665675371885,0.003064035903662443,0.0,ok,
mip_profiled,3,7,0.16,0.06451612903225806,0.8571428571428572,7,9,110.69842005195096,0.002823151182383299,0.0,ok,
mip_profiled,3,7,0.32,0.2222222222222222,0.4285714285714286,24,16,110.12636963231489,0.0028276238590478897,0.0,ok,
mip_profiled,3,7,0.64,0.5,0.05714285714285716,36,30,110.24318965617567,0.0025417101569473743,8.399649734157138e-05,ok,
gnies,3,7,10,0.3333333333333333,0.8857142857142857,19,38,262.9177264999598,0.027612497098743916,,ok,
gnies,3,7,20,0.29411764705882354,0.9714285714285714,15,40,155.0473902542144,0.23513411404564977,,ok,
gnies,3,7,30,0.35294117647058826,0.9142857142857143,18,40,145.4992735479027,0.1731807803735137,,ok,
gnies,3,7,40,0.35294117647058826,0.9142857142857143,18,40,144.3084654090926,0.2932648630812764,,ok,
gnies,3,7,60,0.36666666666666664,0.8285714285714285,20,40,121.61837873701006,0.1564271617680788,,ok,
gnies,3,7,80,0.44,0.6857142857142857,23,40,103.61112933699042,0.08092847000807524,,ok,
gnies,3,7,120,0.5882352941176471,0.4571428571428572,28,40,76.79416435118765,0.029608743265271187,,ok,
gnies,3,7,160,0.6923076923076923,0.34285714285714286,32,40,59.959033065941185,0.014757835771888494,,ok,
gnies,3,7,240,0.7142857142857143,0.17142857142857137,36,40,35.793811143841594,0.0029558087699115276,,ok,
gnies,3,7,320,1.0,0.05714285714285716,36,40,17.7304973998107,0.0024337163195014,,ok,
