method,graph,trial,penalty,fdp,tdp,d_cpdag,union_target_error,fit_seconds,metric_seconds,mip_gap,status,error
gnies,3,5,10,0.5,0.7714285714285715,32,39,319.0230254079215,0.7979525900445879,,ok,
gnies,3,5,20,0.3235294117647059,0.9142857142857143,16,40,212.68944840179756,0.07598341582342982,,ok,
gnies,3,5,30,0.3235294117647059,0.9142857142857143,16,40,205.61237013386562,0.07582935178652406,,ok,
gnies,3,5,40,0.30303030303030304,0.9142857142857143,15,40,195.43830547388643,0.0747240437194705,,ok,
gnies,3,5,60,0.2903225806451613,0.8571428571428572,16,40,173.37157087307423,0.03437255695462227,,ok,
gnies,3,5,80,0.37037037037037035,0.7428571428571429,21,40,147.97155010001734,0.2811047350987792,,ok,
gnies,3,5,120,0.5263157894736842,0.5142857142857142,26,40,108.47965314239264,0.0444078310392797,,ok,
gnies,3,5,160,0.6428571428571429,0.37142857142857144,30,40,89.0385210821405,0.017049069982022047,,ok,
gnies,3,5,240,0.75,0.19999999999999996,36,40,57.81466030329466,0.004772456828504801,,ok,
gnies,3,5,320,1.0,0.08571428571428574,36,40,31.11365051334724,0.003670299891382456,,ok,
gnies,3,5,480,0.0,0.0,36,40,11.87077113892883,0.003107817843556404,,ok,
gnies,3,5,640,0.0,0.0,36,40,8.683963687624782,0.003113310784101486,,ok,
