method,graph,penalty,trials,fdp_mean,fdp_std,tdp_mean,tdp_std,fit_seconds_mean,fit_seconds_median,metric_seconds_mean,mip_gap_max
mip_profiled,1,0.08,10,0.13428571428571429,0.13336734260141184,0.6428571428571429,0.20481726826291974,0.22307397737167772,0.21320032048970455,0.00071260691620405,0.0
mip_profiled,1,0.1,10,0.2,0.13333333333333336,0.5428571428571429,0.22131333406899525,0.22171513885259625,0.2110123871825635,0.00073845353908832,0.0
mip_profiled,1,0.16,10,0.24000000000000005,0.08432740427115679,0.48571428571428577,0.07377111135633167,0.2184562286827713,0.2090982713270932,0.00070893000811333,0.0
mip_profiled,1,0.32,10,0.4416666666666666,0.12453617650811052,0.21428571428571433,0.07529232524210425,0.2144697661977261,0.20711073605343694,0.00069271600805218,0.0
mip_profiled,1,0.64,10,0.95,0.15811388300841897,0.1428571428571429,0.0,0.21239972524344916,0.20482632471248505,0.0006434003822505099,0.0
mip_profiled,1,1.28,10,0.0,0.0,0.0,0.0,0.2111041779164225,0.20399254886433477,0.00058004125021394,0.0
mip_profiled,2,0.001,10,0.4186955802817872,0.055162863779318,0.9058823529411765,0.05682892841642917,2.1449666921515016,1.6973298569209874,0.00142601761035616,0.0
mip_profiled,2,0.0025,10,0.35113148928366317,0.06718758310782708,0.9,0.04842780013815082,2.003012305404991,1.5908850443083793,0.0014010833576321101,0.0
mip_profiled,2,0.005,10,0.24620281765018603,0.09084082189340806,0.8882352941176469,0.05150559033946543,1.7899227297399194,1.5226803650148213,0.0013668419793247699,0.0
mip_profiled,2,0.01,10,0.15443756449948395,0.0579347180823402,0.8882352941176469,0.0434038110219189,1.7314463332295418,1.5086118744220585,0.00133143719285721,0.0
mip_profiled,2,0.02,10,0.10588235294117646,0.03720326659021622,0.8941176470588236,0.037203266590216194,1.696869840659201,1.4898296950850636,0.00128252198919649,0.0
mip_profiled,2,0.04,10,0.10588235294117646,0.07744477512992744,0.8941176470588236,0.07744477512992747,1.6554069970268757,1.4654690038878473,0.00127179054543371,0.0
mip_profiled,2,0.08,10,0.0889705882352941,0.06395603094826868,0.9235294117647058,0.06231470032184591,1.6046609016600997,1.3890214296989143,0.0012648957781493,4.525548419510915e-05
mip_profiled,2,0.1,10,0.09485294117647057,0.0572134637179363,0.9235294117647058,0.06231470032184592,1.5814005756750702,1.355533821042627,0.00126137393526727,8.233446078054068e-05
mip_profiled,2,0.16,10,0.1304716117216117,0.08169261615052127,0.7470588235294117,0.06820598874872975,1.5771818335633725,1.3550276015885174,0.00128104197792704,3.3311576232825975e-05
mip_profiled,2,0.32,10,0.16178571428571425,0.15470740798736107,0.388235294117647,0.1081101862909037,1.5626290848478674,1.3423659442923963,0.0012094153091311,0.0
mip_profiled,2,0.64,10,0.26666666666666666,0.23830678432808017,0.15294117647058822,0.049604355453621636,1.563507289113477,1.3411085496190935,0.00108449086546893,0.0
mip_profiled,2,1.28,10,0.0,0.0,0.0,0.0,1.560454676579684,1.3322986299172044,0.00092414179816836,0.0
mip_profiled,3,0.001,10,0.5888479774995768,0.04439371054298758,0.8914285714285715,0.04216370213557842,2285.5500952688512,2604.9279338535853,0.00435173278674479,0.0055550316430223
mip_profiled,3,0.0025,10,0.5123287510199288,0.04613580831234428,0.9028571428571428,0.050753952740854175,1326.8280789623036,438.7440754629206,0.0042375206481664995,0.0048999253634696
mip_profiled,3,0.005,10,0.4142655382454449,0.04213477226651806,0.9199999999999999,0.05181512574756357,1066.3331012355163,225.915289796656,0.00413808068260547,0.0064655531297305
mip_profiled,3,0.01,10,0.14771109684781056,0.04703482768983003,0.9257142857142858,0.03614031611621002,508.7580137138722,124.21134092938155,0.00388876441866155,0.0010860694406245
mip_profiled,3,0.02,10,0.028571428571428546,0.03563483225498991,0.9428571428571428,0.03563483225498991,140.39790630326607,76.46058584167622,0.0037951096426695,7.782493402783818e-05
mip_profiled,3,0.04,10,0.02579831932773104,0.016237078308204186,0.9542857142857143,0.019977311393717175,70.32680030753836,46.51024906965904,0.0038481995463370703,6.525570982653494e-09
mip_profiled,3,0.08,10,0.02941176470588232,0.019607843137254898,0.9371428571428572,0.012046772038736643,43.1885628498625,34.17550906003453,0.0037866653408854603,3.827489874502244e-05
mip_profiled,3,0.1,10,0.03529411764705879,0.01860163329510812,0.9371428571428572,0.012046772038736643,42.6434967062436,33.85860504116863,0.00382218291051682,8.222022176895469e-05
mip_profiled,3,0.16,10,0.0709630699787246,0.02894119464227044,0.8800000000000001,0.029508444542532698,40.64619094030932,33.805883744498715,0.00379792740568514,9.119394112671168e-05
mip_profiled,3,0.32,10,0.20892844857241138,0.0706577281173327,0.4514285714285714,0.026255330956362313,40.47057646145113,33.53963897074573,0.0036317865829914495,0.0
mip_profiled,3,0.64,10,0.3616666666666667,0.11864721022353267,0.07714285714285712,0.023522074352816152,40.406769695831464,33.319059412926435,0.0032134502194821396,8.399649734157138e-05
mip_profiled,3,1.28,10,0.0,0.0,0.0,0.0,40.34912509378046,33.318823245354,0.00297751724719995,0.0
